#! FIELDS ab2 projection
#! SET min_ab2 -0.350696
#! SET max_ab2 11.3491
#! SET nbins_ab2  332
#! SET periodic_ab2 false
   -0.350696000  -14.476774894
   -0.315349184  -14.546474062
   -0.280002369  -14.769306795
   -0.244655553  -15.440279032
   -0.209308737  -17.400073157
   -0.173961921  -22.561225166
   -0.138615106  -33.115320674
   -0.103268290  -50.190980388
   -0.067921474  -73.331836631
   -0.032574659  -99.707169069
    0.002772157 -124.622842778
    0.038118973 -143.462252176
    0.073465789 -153.887848547
    0.108812604 -156.824486764
    0.144159420 -155.507570796
    0.179506236 -153.356165300
    0.214853051 -152.308467356
    0.250199867 -152.550212799
    0.285546683 -153.288297918
    0.320893498 -153.725744588
    0.356240314 -153.583108527
    0.391587130 -153.041303404
    0.426933946 -152.395696976
    0.462280761 -151.874496451
    0.497627577 -151.485274911
    0.532974393 -151.172103713
    0.568321208 -150.891889213
    0.603668024 -150.628078347
    0.639014840 -150.389790086
    0.674361656 -150.209238901
    0.709708471 -150.129526471
    0.745055287 -150.177557632
    0.780402103 -150.332570389
    0.815748918 -150.534266285
    0.851095734 -150.733412569
    0.886442550 -150.951617395
    0.921789366 -151.293511362
    0.957136181 -151.899458889
    0.992482997 -152.862925460
    1.027829813 -154.143670150
    1.063176628 -155.546373125
    1.098523444 -156.804321261
    1.133870260 -157.725463801
    1.169217076 -158.279894406
    1.204563891 -158.570069704
    1.239910707 -158.722818667
    1.275257523 -158.819333596
    1.310604338 -158.880253924
    1.345951154 -158.885224885
    1.381297970 -158.792901249
    1.416644785 -158.592336029
    1.451991601 -158.315060307
    1.487338417 -158.019164341
    1.522685233 -157.744884695
    1.558032048 -157.504841465
    1.593378864 -157.297562132
    1.628725680 -157.122544170
    1.664072495 -156.985237831
    1.699419311 -156.894808386
    1.734766127 -156.873780443
    1.770112943 -156.957092667
    1.805459758 -157.189039479
    1.840806574 -157.597862171
    1.876153390 -158.172098034
    1.911500205 -158.858275721
    1.946847021 -159.579408746
    1.982193837 -160.255856375
    2.017540653 -160.833425272
    2.052887468 -161.296892395
    2.088234284 -161.656692750
    2.123581100 -161.933460949
    2.158927915 -162.153741254
    2.194274731 -162.339315170
    2.229621547 -162.491351376
    2.264968363 -162.596777342
    2.300315178 -162.636108248
    2.335661994 -162.574139333
    2.371008810 -162.364346895
    2.406355625 -162.002080490
    2.441702441 -161.535516940
    2.477049257 -161.041655107
    2.512396073 -160.597717814
    2.547742888 -160.259228827
    2.583089704 -160.063286233
    2.618436520 -160.030679307
    2.653783335 -160.170019107
    2.689130151 -160.471547697
    2.724476967 -160.915072391
    2.759823782 -161.475926657
    2.795170598 -162.127415972
    2.830517414 -162.825347292
    2.865864230 -163.510119342
    2.901211045 -164.115799635
    2.936557861 -164.582284663
    2.971904677 -164.859894102
    3.007251492 -164.918737077
    3.042598308 -164.767629425
    3.077945124 -164.453112411
